id,sessionid,watersenid,content,sentiment_key,positive_probs
1914,0436a3d85f47685072a47ac172d0510a,0,日之前能送到吗，到现在还没有出库呢,0,0.1728
1915,0436a3d85f47685072a47ac172d0510a,1,库房，建议您耐心等待下的呢,1,0.7345
1916,0436a3d85f47685072a47ac172d0510a,0,郑州,1,0.7915
1917,0436a3d85f47685072a47ac172d0510a,1,是的呢,1,0.5921
1918,0436a3d85f47685072a47ac172d0510a,0,那就好，郑州，好了，我没问题了,2,0.9019
1919,0436a3d85f47685072a47ac172d0510a,1,辛苦了哈,2,0.8313
1921,0436a3d85f47685072a47ac172d0510a,1,缘聚缘散缘如水，背负万丈尘寰，只为一句，等待下一次相逢，还请您空闲击满意度评价为我加油，也好让我们能再续良缘哦谢谢您哦,2,0.9904
1922,043aff8dbcb379693f85162374c6c714,0,我下午赶着上飞机，你好，请帮我看一下，这个件是否已经到具体派送员手上了呢,1,0.5877
1923,043aff8dbcb379693f85162374c6c714,1,马上核实情况，请您稍等哈,1,0.2791
1924,043aff8dbcb379693f85162374c6c714,0,谢谢,2,0.931
1925,043aff8dbcb379693f85162374c6c714,1,您的订单在京东发货完成，准备送往京东,1,0.3236
1926,043aff8dbcb379693f85162374c6c714,0,还没有具体派件出来哇,0,0.1612
1927,043aff8dbcb379693f85162374c6c714,1,是的哦,2,0.8208
1928,043aff8dbcb379693f85162374c6c714,0,好吧,1,0.8565
1929,043aff8dbcb379693f85162374c6c714,1,请问还有其他还可以帮到您的吗,2,0.405
1930,043aff8dbcb379693f85162374c6c714,0,没有了，谢谢,2,0.685
1931,043b4a654c5bbebfc76f706d1fbaf498,0,要回老家了快，就等这个快递了,0,0.443
1932,043b4a654c5bbebfc76f706d1fbaf498,1,您好，还请您稍等，马上为您查询，请问是这个商品吗,1,0.0763
1933,043b4a654c5bbebfc76f706d1fbaf498,0,嗯嗯，咋还没给送,0,0.0974
1934,043b4a654c5bbebfc76f706d1fbaf498,1,接到通知，爆仓导致物流延迟的亲，请您谅解下的呢，这边已经在进行清场了呢，会尽快安排进行配送的哦,1,0.3915
1935,043b4a654c5bbebfc76f706d1fbaf498,0,几时送到,1,0.5424
1936,043b4a654c5bbebfc76f706d1fbaf498,1,已经联系了了，您注意接听配送电话的呢,1,0.8787
1937,043b4a654c5bbebfc76f706d1fbaf498,0,嗯嗯，准备出发回老家了，家里有人直接来敲门就可以,1,0.8949
1938,043b4a654c5bbebfc76f706d1fbaf498,1,哦哦，好的呢，我给您备注下，您注意接听电话哈,1,0.8992
1939,043b4a654c5bbebfc76f706d1fbaf498,0,就等这个快递了,0,0.2583
1940,043b4a654c5bbebfc76f706d1fbaf498,1,请问还有其他还可以帮到您的吗,2,0.405
1941,043b4a654c5bbebfc76f706d1fbaf498,0,京东很少延迟的,0,0.109
1942,043b4a654c5bbebfc76f706d1fbaf498,1,是的呢，这边也是有不得已的爆仓才会这样的亲，我们已经在加急安排清场了呢,1,0.3335
1943,04400e2e28daf8afe96e3127b1a8a120,0,这个鲁班电话给我，速度,1,0.7836
1944,04400e2e28daf8afe96e3127b1a8a120,1,上海,1,0.7205
1945,04400e2e28daf8afe96e3127b1a8a120,0,好的，谢谢,2,0.9683
1946,04400e2e28daf8afe96e3127b1a8a120,1,不客气,2,0.1942
1947,04400e2e28daf8afe96e3127b1a8a120,0,你给我的打浦桥的，我要的是的电话，上海,1,0.8063
1948,04400e2e28daf8afe96e3127b1a8a120,1,上海,1,0.7205
1949,04400e2e28daf8afe96e3127b1a8a120,0,对的，刚才你给的是打浦路的，不是的,1,0.1365
1950,04400e2e28daf8afe96e3127b1a8a120,1,上海显示的信息就是上面给您的,1,0.6714
1951,04400e2e28daf8afe96e3127b1a8a120,0,电话过去不是，是别的,0,0.1407
1952,04400e2e28daf8afe96e3127b1a8a120,1,那就没有其他的联系方式了，配送的情况我们给您催下,1,0.2743
1953,04400e2e28daf8afe96e3127b1a8a120,0,我明天就回家了，我今天必须要收到货,0,0.4204
1954,04400e2e28daf8afe96e3127b1a8a120,1,那我们也为您跟踪下配送的情况到后通知加急配送的哦,1,0.7179
1955,04400e2e28daf8afe96e3127b1a8a120,0,昨天下午四多就到了，不到的话我要电话做私募，什么，我前天晚上下的单，一般都是第二天就能到手的，这第三天了，还没有显示在派送，其它无所谓，问题是我明天就要回家了,0,0.0779
1956,04400e2e28daf8afe96e3127b1a8a120,1,恩我联系下的哈,1,0.8035
1957,04400e2e28daf8afe96e3127b1a8a120,0,速度吧,0,0.5046
1960,04452edaab339ba83ae9a2e761e87b0f,0,这个订单有几本书是暂没货的呢,0,0.4125
1961,04452edaab339ba83ae9a2e761e87b0f,1,还请您稍等，马上为您查询,1,0.6394
1962,04452edaab339ba83ae9a2e761e87b0f,0,谢谢,2,0.931
1963,04452edaab339ba83ae9a2e761e87b0f,1,您的订单预计月7日送达您手中，有现货的，明天送达,1,0.7469
1964,04452edaab339ba83ae9a2e761e87b0f,0,全部都有吗，全部都有货吗,1,0.0328
1965,04452edaab339ba83ae9a2e761e87b0f,1,是的,1,0.5387
1966,04452edaab339ba83ae9a2e761e87b0f,0,之前一直显示缺货的，好吧有货就行了,1,0.4619
1967,04452edaab339ba83ae9a2e761e87b0f,1,好的，非常感谢您的支持和谅解哦，请问还有其他可以帮到您的吗,2,0.9781
1968,04452edaab339ba83ae9a2e761e87b0f,0,没有了谢谢,2,0.6488
1969,04452edaab339ba83ae9a2e761e87b0f,1,不客气，为您服务很开心的呢，妹子祝福您幸福快乐，前程锦绣，还请您击表情栏旁边的+打赏我一个评价哦，新的一周，愿您有一个好的心情,2,0.981
1971,0455e245f3b6588876b3d50ab58bb68b,0,咨询维修服务,1,0.8248
1972,0455e245f3b6588876b3d50ab58bb68b,1,您方便简单描述下您的问题吗，请问是这个商品吗,1,0.0458
1973,0455e245f3b6588876b3d50ab58bb68b,0,插手机的端口坏了,1,0.135
1974,0455e245f3b6588876b3d50ab58bb68b,1,飞利浦PILIPSRD迷你音响复古收音机phnepd苹果充电音箱蓝色,1,0.8928
1975,0455e245f3b6588876b3d50ab58bb68b,0,是的,1,0.5387
1976,0455e245f3b6588876b3d50ab58bb68b,1,已经是过了维修周期的哦建议您是咨询下厂家看看是否可以付费维修的，售后服务电话,1,0.3364
1977,0455e245f3b6588876b3d50ab58bb68b,0,好的，谢谢,2,0.9683
1978,0455e245f3b6588876b3d50ab58bb68b,1,客气的亲亲,2,0.7372
1979,0455e245f3b6588876b3d50ab58bb68b,0,没有了，谢谢,2,0.685
1980,0455e245f3b6588876b3d50ab58bb68b,1,没有其他问题的话，妹子就和您说再见了哦，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9841
1981,0455e245f3b6588876b3d50ab58bb68b,0,这个订单我按错了取消，能改为正常嘛,1,0.1002
1982,0455e245f3b6588876b3d50ab58bb68b,1,已经取消无法恢复的我为您联系尝试看看是否就可以正常配送的,1,0.1498
1983,0455e245f3b6588876b3d50ab58bb68b,0,联系好告诉我一下吧,1,0.6811
1984,0455e245f3b6588876b3d50ab58bb68b,1,已经是留言的，看见会处理的,1,0.5918
1985,0455e245f3b6588876b3d50ab58bb68b,0,好的，让他正常配送，谢谢，麻烦你啦,2,0.938
1986,0455e245f3b6588876b3d50ab58bb68b,1,客气的亲亲,2,0.7372
1988,0457a7ba5a61d8a024be0c525acc03d6,0,取消退货,1,0.0278
1989,0457a7ba5a61d8a024be0c525acc03d6,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，订单吗,1,0.0985
1990,0457a7ba5a61d8a024be0c525acc03d6,0,对的,1,0.6926
1991,0457a7ba5a61d8a024be0c525acc03d6,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，您等师傅取件之前电话联系您，拒绝取件，取件关闭之后取消服务单,1,0.0743
1992,0457a7ba5a61d8a024be0c525acc03d6,0,好的,1,0.8565
1993,0457a7ba5a61d8a024be0c525acc03d6,1,请问还有其他还可以帮到您的吗,2,0.405
1994,0457a7ba5a61d8a024be0c525acc03d6,0,没有,1,0.1863
1996,045cb43543cede65c0b58f2af71e19c3,0,之前我申请保价了，钱怎么退,1,0.0267
1997,045cb43543cede65c0b58f2af71e19c3,1,亲爱的客户，还麻烦您提供下订单号，妹子这边给您查询哦，系统价保成功后差价直接原返，储蓄卡是个工作日到账的，信用卡是5个工作日哦，白条微信零钱红包支付个工作日退款到账，现金支付是退回京东账户余额，工作日，您好,1,0.8322
1998,045cb43543cede65c0b58f2af71e19c3,0,我是现金,1,0.6652
1999,045cb43543cede65c0b58f2af71e19c3,1,现金支付是退回京东账户余额，工作日,1,0.4761
2000,0466f2a0d84ccb4be4bd0ae0d38e875a,0,我错了，你帮我改一下，潍坊,1,0.5728
2001,0466f2a0d84ccb4be4bd0ae0d38e875a,1,您好，正常情况下订单提交成功是不支持修改的呢，麻烦您看下订单详情页是否有修改的按钮，如有，您可点击修改联系人电话号码送货信息，如没有修改按钮，说明订单已不支持修改了呢，还请您理解哦,1,0.1841
2002,0466f2a0d84ccb4be4bd0ae0d38e875a,0,我想取消订单,1,0.1647
2003,0466f2a0d84ccb4be4bd0ae0d38e875a,1,可以取消重新下单，我代为申请下可以吗？,1,0.3285
2004,0466f2a0d84ccb4be4bd0ae0d38e875a,0,直接取消吧,1,0.0583
2005,0466f2a0d84ccb4be4bd0ae0d38e875a,1,申请了,1,0.4583
2006,0466f2a0d84ccb4be4bd0ae0d38e875a,0,退款就行了，麻烦了,2,0.052
2007,0466f2a0d84ccb4be4bd0ae0d38e875a,1,您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2,0.9055
2008,046e75923cf7ba6239955420c1fa90a0,0,这个呼吸机我老爸还是不适合用，我要退货退款,0,0.0104
2009,046e75923cf7ba6239955420c1fa90a0,1,商品是支持七天无理由退货，申请路径，可通过我的-京东客户服务，返修退换货申请也可直接击此链接，APP端可通过我的客户服务退换售后中心申请;可通过个人中心客户服务退换售后进行申请哦,1,0.2001
2010,046e75923cf7ba6239955420c1fa90a0,0,可以直接快递给你们吗,1,0.1648
2011,046e75923cf7ba6239955420c1fa90a0,1,您要先提交售后服务单申请，审核通过后一般会短信告知您的,1,0.5086
2012,046e75923cf7ba6239955420c1fa90a0,0,好的谢谢您,2,0.9456
2013,046e75923cf7ba6239955420c1fa90a0,1,不客气的,2,0.2138
2014,0476a1be818997977da47bd8452af5a2,0,这个我申请了上门取件退货，快递一直没来，帮我改成自己发快递寄回,1,0.1817
2015,0476a1be818997977da47bd8452af5a2,1,马上核实情况，请您稍等哈，我这边联系终止取件，然后修改哦,2,0.8546
2016,0476a1be818997977da47bd8452af5a2,0,寄回信息发给我,1,0.4879
2017,0476a1be818997977da47bd8452af5a2,1,修改完成之后会有的,1,0.9239
2018,0476a1be818997977da47bd8452af5a2,0,好的,1,0.8565
2019,0476a1be818997977da47bd8452af5a2,1,请问还有其他还可以帮到您的吗,2,0.405
2020,04832c18af05b1d3db0e8edac653b69e,0,我下错订单了,1,0.3473
2021,04832c18af05b1d3db0e8edac653b69e,1,首先建议您可以自己在您的我的京东我的订单操作取消哟，温馨提示：请您取消前注意商品是否有缺货价格上涨等情况哦，还请您谨慎操作呢,2,0.3146
2022,04832c18af05b1d3db0e8edac653b69e,0,本来想选黑色的，现在能改成黑色的吗,1,0.0551
2023,04832c18af05b1d3db0e8edac653b69e,1,只能取消再下单哦,1,0.0715
2024,04832c18af05b1d3db0e8edac653b69e,0,那今天是不是就收不到了,1,0.2388
2025,04832c18af05b1d3db0e8edac653b69e,1,有现货的话，十一之前下单可以收到,1,0.7187
2026,04832c18af05b1d3db0e8edac653b69e,0,你帮我看看有没有现货，如果取货比较近的话，我可以去提,1,0.5867
2027,04832c18af05b1d3db0e8edac653b69e,1,您可以在页面选择一下您的就能看到了,1,0.7893
2028,04832c18af05b1d3db0e8edac653b69e,0,我已经取消了，重新买就行了对吧，京东青岛号库在哪,1,0.2745
2029,04832c18af05b1d3db0e8edac653b69e,1,这边没办法告知哦,1,0.7061
2030,04832c18af05b1d3db0e8edac653b69e,0,哦，那不能直接去发货拿啊，我怕今天会收不到,1,0.491
2031,04832c18af05b1d3db0e8edac653b69e,1,没办法，您等待一下联系吧，当日上午前提交的现货订单部分城市为上午前，以订单下单开始计算，当日送达;夜里前提交的现货订单以订单下单开始计算，次日前送达您可以看看您的商品是否在配送效范围内哦,1,0.6866
2032,04832c18af05b1d3db0e8edac653b69e,0,恩，那通知一下快递员别往这里跑了，换一块再跑吧，大冷天的，添麻烦了,2,0.2968
2033,04832c18af05b1d3db0e8edac653b69e,1,没事的,2,0.6588
2034,04832c18af05b1d3db0e8edac653b69e,0,没有了，谢谢,2,0.685
2035,04832c18af05b1d3db0e8edac653b69e,1,遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9812
2036,0483370bd77acefe53a85762c61aa4f4,0,我原本申请取消订单，但现在不想取消了，怎么办,1,0.007
2037,0483370bd77acefe53a85762c61aa4f4,1,正常发货是吗，我帮您联系发货,1,0.1842
2038,0483370bd77acefe53a85762c61aa4f4,0,似乎已经发货了,1,0.1833
2039,0483370bd77acefe53a85762c61aa4f4,1,正常配送货，我们联系你的，遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9834
2040,048532c75784d038118992e22341a9e9,1,您好，请问有什么可以帮您,2,0.5625
2041,048532c75784d038118992e22341a9e9,0,每月的优惠券可以叠加使用吗,1,0.7015
2042,048532c75784d038118992e22341a9e9,1,亲这边是什么优惠券呢,1,0.7119
2043,048532c75784d038118992e22341a9e9,0,Plus会员专属的全品类优惠券,1,0.9617
2044,048532c75784d038118992e22341a9e9,1,亲稍等下哈,1,0.4521
2045,048532c75784d038118992e22341a9e9,0,比如超市的券，两张可以叠加用吗,1,0.4313
2046,048532c75784d038118992e22341a9e9,1,如果您账户内的优惠券上面如果有标注可叠加就可以和店铺优惠券一起使用的，目前只有部分优惠券支持叠加使用的，需要您在账户内，优惠券页面看下,1,0.954
2047,048532c75784d038118992e22341a9e9,0,两张全品类优惠券不能一起用哦,1,0.8625
2048,048532c75784d038118992e22341a9e9,1,优惠券显示可以叠加就是可以使用的,1,0.9243
2049,048532c75784d038118992e22341a9e9,0,好的，谢谢,2,0.9683
2050,048532c75784d038118992e22341a9e9,1,请问还有其他还可以帮到您的吗,2,0.405
2051,04885325923636c4f455b580191dc5f9,0,我想提现,1,0.5722
2052,04885325923636c4f455b580191dc5f9,1,还请您稍等，马上为您查询,1,0.6394
2053,04885325923636c4f455b580191dc5f9,0,好的，谢谢,2,0.9683
2054,04885325923636c4f455b580191dc5f9,1,这边系统给您的手机发送了一个六位数的验证码，麻烦您提供一下呢，麻烦您提供以下资料，银行名称开户名银行卡号,1,0.9069
2055,04885325923636c4f455b580191dc5f9,0,验证码没收到，发多一次吧,1,0.1143
2056,04885325923636c4f455b580191dc5f9,1,亲爱的，请稍等哈,2,0.6811
2057,04885325923636c4f455b580191dc5f9,0,建行,1,0.3778
2058,04885325923636c4f455b580191dc5f9,1,提交了,1,0.4708
2059,04885325923636c4f455b580191dc5f9,0,好的，谢谢,2,0.9683
2060,04885325923636c4f455b580191dc5f9,1,这边申请，工作15天内到账哦,1,0.8864
2061,048af961e7d276d411aa7738ce78c573,0,就是我的这个东西我没有收到啊，然后，怎么就完成了呢？电话也没有啊，我怎么看的那个配送员的电话，我在哪里看？,0,0.2602
2062,048af961e7d276d411aa7738ce78c573,1,请您稍等，小妹正在查询中,1,0.3927
2063,048af961e7d276d411aa7738ce78c573,0,好的,1,0.8565
2064,048af961e7d276d411aa7738ce78c573,1,华中众包您的订单正在配送途中，请您准备签收配送员，电话，感谢您的耐心等待,2,0.616
2065,048af961e7d276d411aa7738ce78c573,0,不用了谢谢,2,0.835
2066,048c75ff127fc17c5d2d29719271344e,0,我刚才错了电脑提示我退款在重新买，这个退款什么候能到账,1,0.062
2067,048c75ff127fc17c5d2d29719271344e,1,请问您订单支付的银行卡，是普通储蓄卡，还是信用卡呢,1,0.2788
2068,048c75ff127fc17c5d2d29719271344e,0,信用卡，有客服吗,1,0.1653
2069,048c75ff127fc17c5d2d29719271344e,1,一般都是原路返回哦信用卡银行卡15个工作日，京东处理7个工作日剩余银行到账周期实际到账周期以银行为准哦，请您耐心等待下了,1,0.817
2070,048c75ff127fc17c5d2d29719271344e,0,好知道了,1,0.8164
2071,048c75ff127fc17c5d2d29719271344e,1,嗯呢，提前祝您新春快乐，阖家幸福，麻烦给小妹一个评价啦您的支持是我最大的动力呢,2,0.9749
2072,04bac53b3e07fd699be29c5aa9c8679f,0,在吗你好，我想问一下能不能推后一下收货，今天一天不在家，明天吧,1,0.0563
2073,04bac53b3e07fd699be29c5aa9c8679f,1,这个吗,1,0.597
2074,04bac53b3e07fd699be29c5aa9c8679f,0,是的,1,0.5387
2075,04bac53b3e07fd699be29c5aa9c8679f,1,我给您留言下如果今日到达明日为您配送下,1,0.608
2076,04bac53b3e07fd699be29c5aa9c8679f,0,好的谢谢,2,0.9687
2077,04bac53b3e07fd699be29c5aa9c8679f,1,请问还有其他还可以帮到您的吗,2,0.405
2078,04bccc9829f9b8104632aa0460f8af80,0,我问下一加供应商是多久给京东供货呢,1,0.0785
2079,04bccc9829f9b8104632aa0460f8af80,1,这一批供货是号,1,0.39
2080,04bccc9829f9b8104632aa0460f8af80,0,我之前问京东客服，然后这边说号供货,1,0.5876
2081,04bccc9829f9b8104632aa0460f8af80,1,是的，就是今天到货，预计明天发,1,0.6441
2082,04bccc9829f9b8104632aa0460f8af80,0,然后现在还没有物流信息,1,0.1672
2083,04bccc9829f9b8104632aa0460f8af80,1,预计是明天,1,0.7765
2084,04bccc9829f9b8104632aa0460f8af80,0,明天我能收到吗,1,0.3449
2085,04bccc9829f9b8104632aa0460f8af80,1,预计可以,1,0.8838
2086,04bccc9829f9b8104632aa0460f8af80,0,好的，谢谢,2,0.9683
2087,04bccc9829f9b8104632aa0460f8af80,1,遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2,0.9812
2088,04c0b170121dad5445b4a2b2f28dd042,1,请问有什么可以帮您,1,0.5504
2089,04c0b170121dad5445b4a2b2f28dd042,0,我买的电视有安装师傅上门安装吗,1,0.6369
2090,04c0b170121dad5445b4a2b2f28dd042,1,还请您稍等，马上为您查询，售后服务电话，需要预约一下厂家的哈,1,0.4387
2091,04c0b170121dad5445b4a2b2f28dd042,0,你能看到我的订单吧,1,0.2945
2092,04c0b170121dad5445b4a2b2f28dd042,1,可以的呢,1,0.8508
2093,04c0b170121dad5445b4a2b2f28dd042,0,那就是说，没人给我安装，我还要打电话找人安装,1,0.1168
2094,04c0b170121dad5445b4a2b2f28dd042,1,这个是厂家安装的呢，需要拨打一下厂家的电话的呢，需要提供一下您的信息的呢,1,0.4809
2095,04c0b170121dad5445b4a2b2f28dd042,0,麻烦在把厂家电话在发一个给我，我问他就好了是吧,1,0.0953
2096,04c0b170121dad5445b4a2b2f28dd042,1,售后服务电话,1,0.3604
2097,04c0b170121dad5445b4a2b2f28dd042,0,行吧我去看看吧，有安装的费用吗,1,0.2616
2098,04c0b170121dad5445b4a2b2f28dd042,1,谢谢您了，这个是京东的呢,2,0.8913
2099,04c0b170121dad5445b4a2b2f28dd042,0,有问题我在问吧,1,0.0693
2100,04c0b170121dad5445b4a2b2f28dd042,1,可以的呢，谢谢您，没有问题妹子就不打扰您哦，后期有问题再来咨询妹子哦,2,0.9777
2101,04cbc8bc20eacf1459a8784007cbbc65,0,请问什么候能发货,1,0.1675
2102,04cbc8bc20eacf1459a8784007cbbc65,1,亲爱的客户，还麻烦您提供下订单号，妹子这边给您查询哦，您的订单预计月1日送达您手中,1,0.6363
2103,04cbc8bc20eacf1459a8784007cbbc65,0,但是为什么提示缺货，没有出库呢,0,0.0698
2104,04cbc8bc20eacf1459a8784007cbbc65,1,有货的哈，只是刚下的订单呢,1,0.7546
2105,04cbc8bc20eacf1459a8784007cbbc65,0,以前没遇到这样的提示,0,0.3165
2106,04cbc8bc20eacf1459a8784007cbbc65,1,不用担心哈,2,0.7829
2107,04cbc8bc20eacf1459a8784007cbbc65,0,即使是刚下的订单,1,0.398
2108,04cbc8bc20eacf1459a8784007cbbc65,1,显示有货的哈,1,0.7386
2109,04cbc8bc20eacf1459a8784007cbbc65,0,好的，谢谢,2,0.9683
2110,04d06f9889c20fab91aeed546778b860,0,你好，我有一个退货商品，昨天晚上退货申请的，给我发短信说我是魔镜用户已达到闪电退款级别，并且已经闪电退款，我到现在也没有收到银行退款短信啊，货物小哥已经验收合格拿走了,1,0.0056
2111,04d06f9889c20fab91aeed546778b860,1,请您提供下订单号不要截图谢谢，这边帮您查询下，还请您耐心等待，您是什么支付的,1,0.6447
2112,04d06f9889c20fab91aeed546778b860,0,银行卡，建设银行,1,0.8149
2113,04d06f9889c20fab91aeed546778b860,1,储蓄卡支付订单退款完成后，工作日退还至您的原支付卡上，我司工作日处理，后面是银行的入账周期，请心耐心等待一下哦,1,0.3724
2114,04d06f9889c20fab91aeed546778b860,0,没了，谢谢,2,0.6464
2115,04eba8cbca082bec7b94310039240318,0,我的订单为什么退回去了，损坏了吗,0,0.0158
2116,04eba8cbca082bec7b94310039240318,1,亲爱的，应该是没有联系上您的哈，商品已经退货了哦，您是需要商品的吗,1,0.144
2117,04eba8cbca082bec7b94310039240318,0,都没有打电话给我,0,0.1779
2118,04eba8cbca082bec7b94310039240318,1,如果还想要商品是可以重新下单的哦·,1,0.4881
2119,04eba8cbca082bec7b94310039240318,0,那退款呢,0,0.1058
2120,04eba8cbca082bec7b94310039240318,1,退款周期，一般都是原路返回，储蓄卡是个工作日到账的，信用卡是5个工作日哦，微信零钱红包支付个工作日退款到账除开节假日还有星期天,1,0.1073
2121,04eba8cbca082bec7b94310039240318,0,不是我的原因，不会扣我运费吧,1,0.2939
2122,04eba8cbca082bec7b94310039240318,1,拒收是不扣运费的哈,1,0.4233
2123,04eba8cbca082bec7b94310039240318,0,我想申明一下，不是我拒收,1,0.0919
2124,04eba8cbca082bec7b94310039240318,1,小妹非常理解您的心情,1,0.2625
2125,04eba8cbca082bec7b94310039240318,0,是根本就没有打电话给我，我一直在等电话,0,0.2179
2126,04eba8cbca082bec7b94310039240318,1,好的，这里为您备注下,2,0.9146
2127,04eba8cbca082bec7b94310039240318,0,请尽快退款给我,0,0.3971
2128,04eba8cbca082bec7b94310039240318,1,商品返回后会退的哈,1,0.3488
2133,04ecee4c992cfb5f364238603918bced,0,建设银行没有收到，每次退款立刻到账，这次我联系了建设银行，一直相信京东，可是建设银行说没有退款通知,0,0.7683
2134,04ecee4c992cfb5f364238603918bced,1,订单号，商品ID，这个订单吗,1,0.0754
2137,04ecee4c992cfb5f364238603918bced,0,是的,1,0.5387
2138,04ecee4c992cfb5f364238603918bced,1,您的银行卡，是普通储蓄卡，还是信用卡呢,1,0.319
2139,04ecee4c992cfb5f364238603918bced,0,储蓄，每次京东都是立刻退的还有闪退可相信你们了，这次不知道你们咋了,0,0.0339
2140,04ecee4c992cfb5f364238603918bced,1,商品拒收后，京东会进行审核退款的哦，您好，审核通过后，差价一般会原路返还的，储蓄卡3个工作日，信用卡是5个工作日，微信零钱红包7个工作日退款到账，白条支付5个工作日到账,1,0.0421
2141,04ecee4c992cfb5f364238603918bced,0,不是的，你好请问你是人工客服吗，退了就会到账的，那个客服跟我说的,0,0.0582
2142,04ecee4c992cfb5f364238603918bced,1,储蓄卡3个工作日,1,0.6721
2143,04ecee4c992cfb5f364238603918bced,0,以后都是这样了吗，之前你们不立刻嘛,0,0.0438
2144,04ecee4c992cfb5f364238603918bced,1,平台已处理完，剩下的是银行的处理,1,0.1011
2145,04ecee4c992cfb5f364238603918bced,0,嗯嗯好的,1,0.8407
2146,04ecee4c992cfb5f364238603918bced,1,建议您等待一下,1,0.6827
2147,04ecee4c992cfb5f364238603918bced,0,可她们为什么连通知都没有呢,0,0.066
2148,04ecee4c992cfb5f364238603918bced,1,请问还有其他还可以帮到您的吗,2,0.405
2149,04ecee4c992cfb5f364238603918bced,0,她们为什么连通知都没有呢,0,0.042
2150,04ecee4c992cfb5f364238603918bced,1,亲昨天在退款的，您后期关注一下就可以了,1,0.4304
2151,04ed5244a55565eb5ed41173bef4bf35,0,请问年货节活动什么候结束,1,0.461
2152,04ed5244a55565eb5ed41173bef4bf35,1,还请您稍等，马上为您查询，您好，我们活动期暂还没有截止，具体还是以活动显示为准的，真是不好意思，给您添麻烦了,2,0.6155
2154,04f7db17200d747aceb638e4eed85238,0,这个订单我没有收到,0,0.1763
2155,04f7db17200d747aceb638e4eed85238,1,您好，请您提供下订单号，帮您查看一下，好吗,1,0.5599
2156,04f7db17200d747aceb638e4eed85238,0,货运单号,1,0.5096
2157,04f7db17200d747aceb638e4eed85238,1,还请您稍等，马上为您查询，请问是这个商品吗，您电话对吗,1,0.0889
2158,04f7db17200d747aceb638e4eed85238,0,对的,1,0.6926
2159,04f7db17200d747aceb638e4eed85238,1,妹子帮您升级专员核实下的呢,1,0.6943
2160,04f7db17200d747aceb638e4eed85238,0,哦我收到信息了,1,0.7047
2161,04f7db17200d747aceb638e4eed85238,1,已经收到了吗,1,0.1447
2162,04f7db17200d747aceb638e4eed85238,0,放在e栈，刚才发给我,1,0.4315
2163,04f7db17200d747aceb638e4eed85238,1,好的呢，那就可以的，辛苦了哈,2,0.8431
2164,04f7db17200d747aceb638e4eed85238,0,谢谢，没了,2,0.7726
2165,04f7db17200d747aceb638e4eed85238,1,不客气的，您的满意是我们的追求期待能再次为您服务，缘聚缘散缘如水，背负万丈尘寰，只为一句，等待下一次相逢，还请您空闲击满意度评价为我加油，也好让我们能再续良缘哦谢谢您哦,2,0.9902
2166,04f975d24d1c2f25b93d0e3a853d547e,0,请问安踏自营的，为什么没有支付卡支付选项,0,0.1975
2167,04f975d24d1c2f25b93d0e3a853d547e,1,卡吗,1,0.065
2168,04f975d24d1c2f25b93d0e3a853d547e,0,就是那个礼品卡啊,1,0.5489
2169,04f975d24d1c2f25b93d0e3a853d547e,1,下单之前选择支付的,1,0.5619
2170,04f975d24d1c2f25b93d0e3a853d547e,0,好的，谢谢,2,0.9683
2171,04f975d24d1c2f25b93d0e3a853d547e,1,请问还有其他还可以帮到您的吗,2,0.405
2172,04fb0385005552376c58f3b181facf00,0,是人工客服吗,1,0.044
2173,04fb0385005552376c58f3b181facf00,1,您好，您方便简单描述下您的问题吗,1,0.2609
2174,04fb0385005552376c58f3b181facf00,0,我前面的订单取消申请成功了吗,1,0.0689
2175,04fb0385005552376c58f3b181facf00,1,亲爱的，妹子马上为您核实情况，请您稍等哈，受理完成，到账周期，helphelpquestn，已取消成功了,1,0.5172
2176,04fb0385005552376c58f3b181facf00,0,谢谢,2,0.931
2177,04fb0385005552376c58f3b181facf00,1,您客气了，为您服务是小妹的荣幸呢,2,0.6722
2178,04fb0385005552376c58f3b181facf00,0,明天不会送货了吧,1,0.1642
2179,04fb0385005552376c58f3b181facf00,1,是的,1,0.5387
2180,04fb0385005552376c58f3b181facf00,0,谢谢了,2,0.9082
2181,051dfb9f1a30b281899a4f48546f12fd,0,我想退了这个产品,0,0.2013
2182,051dfb9f1a30b281899a4f48546f12fd,1,嗯嗯,1,0.6629
2183,051dfb9f1a30b281899a4f48546f12fd,0,直接退回就可以了么，邮费是到付么，需要我们自己出,1,0.1349
2184,051dfb9f1a30b281899a4f48546f12fd,1,亲爱的，妹子马上为您核实情况，请您稍等哈，是什么原因退货的呢,1,0.1593
