id,sessionid,watersenid,content,sentiment_key
622,015c22b1d99ac97b0b637b9bb0424d63,0,麻烦查一下山东,1
623,015c22b1d99ac97b0b637b9bb0424d63,1,这边京东过年也会安排送货的,1
624,015c22b1d99ac97b0b637b9bb0424d63,0,好了，谢谢,2
625,015c22b1d99ac97b0b637b9bb0424d63,1,请问还有其他还可以帮到您的吗,2
626,01602b11bc8fd0b527b1f438bb0b484d,0,咋还不送啊，我昨天上午买的，今天也不更新了,0
627,01602b11bc8fd0b527b1f438bb0b484d,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您,1
628,01602b11bc8fd0b527b1f438bb0b484d,0,你看没看啊,0
629,01602b11bc8fd0b527b1f438bb0b484d,1,您好，耽误您的实在抱歉了，由于近期活动比较多，订单量较高导致物流送货延迟，鉴于此情况，我们也在加大人力物力缓解，再次恳请您的谅解呢,1
630,01602b11bc8fd0b527b1f438bb0b484d,0,能不能催催啊，,0
631,01602b11bc8fd0b527b1f438bb0b484d,1,好的，这边催促配送可以吗,1
632,01602b11bc8fd0b527b1f438bb0b484d,0,恩，以为早上就能送的,0
633,01602b11bc8fd0b527b1f438bb0b484d,1,实在不好意思哈，亲爱的，请您放心小妹会帮您跟进至订单签收的,2
635,01602b11bc8fd0b527b1f438bb0b484d,1,请问还有其他还可以帮到您的吗，您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2
636,01602b11bc8fd0b527b1f438bb0b484d,0,没了，拜拜,0
637,01602b11bc8fd0b527b1f438bb0b484d,1,您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2
638,016246fb26fae174c9ba53cfbd59f779,0,我的订单明明没有收到，它上面显示已经完成了,0
639,016246fb26fae174c9ba53cfbd59f779,1,这个订单吗,1
640,016246fb26fae174c9ba53cfbd59f779,0,就上面这个订单,1
641,016246fb26fae174c9ba53cfbd59f779,1,这个订单吗，您的订单在京东发货完成，准备送往京东目前还在途中呢，没有显示签收呢，这个不是订单号呢,1
642,016246fb26fae174c9ba53cfbd59f779,0,这个订单号,1
643,016246fb26fae174c9ba53cfbd59f779,1,您是没有收到吗,1
644,016246fb26fae174c9ba53cfbd59f779,0,是的，它上面显示已经签收，可我明明没有收到，我没有接到电话，也没有收到信息,1
645,016246fb26fae174c9ba53cfbd59f779,1,您稍等小妹帮您和核实一下,1
646,016246fb26fae174c9ba53cfbd59f779,0,好滴，查到了吗,1
647,016246fb26fae174c9ba53cfbd59f779,1,目前还没有回复，后续会联系您核实呢,1
648,016246fb26fae174c9ba53cfbd59f779,0,可以给配送员的电话给我吗,1
649,016246fb26fae174c9ba53cfbd59f779,1,配送员，电话,1
650,016246fb26fae174c9ba53cfbd59f779,0,我打电话问问一下,1
651,016246fb26fae174c9ba53cfbd59f779,1,好的呢,2
652,016246fb26fae174c9ba53cfbd59f779,0,谢谢哦刚刚送上来了,2
653,016246fb26fae174c9ba53cfbd59f779,1,好的呢,2
654,016246fb26fae174c9ba53cfbd59f779,0,没有啦，谢谢哦,2
655,01642ca23c4a8a27551ac3a9ddad1017,0,请问这个明天能送货吗，我想问订单明天能送货不，谢谢,1
656,01642ca23c4a8a27551ac3a9ddad1017,1,小妹为您看看，您稍等哦，亲爱的目前显示订单是预计号到达，但是因为春节期道路拥堵可能会有一些延迟的,1
657,01642ca23c4a8a27551ac3a9ddad1017,0,行，只要明天到就行,1
658,01642ca23c4a8a27551ac3a9ddad1017,1,辛苦您先耐心等待一下送货的哈,2
659,01642ca23c4a8a27551ac3a9ddad1017,0,好的，谢谢,2
660,01642ca23c4a8a27551ac3a9ddad1017,1,您太客气了呢，这都是我应该做呢的，还辛苦您给小妹打个评价呢击表情栏旁边的+哦,2
661,01694d30009d0d1eba749d469c0dc623,0,我的这个退单什么候可以完成，能有具体吗,0
662,01694d30009d0d1eba749d469c0dc623,1,小妹为您看看，您稍等哦，一般一周左右，需要您等待下了,1
663,01694d30009d0d1eba749d469c0dc623,0,可以但一周后不能以任何理由推脱责任,1
664,01694d30009d0d1eba749d469c0dc623,1,请问还有其他还可以帮到您的吗,2
665,01694d30009d0d1eba749d469c0dc623,0,能正面回答问题吗，我在咨询你呦，你们不会一周后说我逾期了吧,0
666,01694d30009d0d1eba749d469c0dc623,1,不会,1
669,01766f6b14cbabeb470059306e80924d,0,我的订单今天能到吗，我的货昨天应该收到，因为快递小哥不知道方就没送，怎么安排呢,1
670,01766f6b14cbabeb470059306e80924d,1,小妹查看下哦，请稍等，您的订单正在配送途中，请您准备签收配送员，电话，感谢您的耐心等待起，已经在配送了哦,2
671,01766f6b14cbabeb470059306e80924d,0,好的,1
672,01766f6b14cbabeb470059306e80924d,1,请问还有其他还可以帮到您的吗,2
673,01766f6b14cbabeb470059306e80924d,0,没了谢谢,2
674,017d2202bb472f2c0a6cbc4bee4d9ab5,0,这款羽绒服我没穿几天有个按扣掉了,0
675,017d2202bb472f2c0a6cbc4bee4d9ab5,1,这边建议您申请售后呢,1
676,017d2202bb472f2c0a6cbc4bee4d9ab5,0,申请售后返修啊，我想要申请售后服务,1
677,017d2202bb472f2c0a6cbc4bee4d9ab5,1,亲爱哒，您可以打开APP主页面右下角击我的屏幕中位置有返修退换货的哦，进去按照步骤操作就可以了哦,2
678,017d2202bb472f2c0a6cbc4bee4d9ab5,0,我买的显示过返修期,1
679,017d2202bb472f2c0a6cbc4bee4d9ab5,1,您这个订单是已经超过长了呢,1
680,017d2202bb472f2c0a6cbc4bee4d9ab5,0,哦，谢谢你，麻烦你了,2
681,017d2202bb472f2c0a6cbc4bee4d9ab5,1,请问还有其他还可以帮到您的吗,2
682,017d2202bb472f2c0a6cbc4bee4d9ab5,0,没有问题,2
683,0181ea67fa92e2391c33347cdf8fc970,0,您好，你好，我这里有一个镜头已经申请换货，不过后面进度一直没有变化了，请问一下现在是什么情况,1
684,0181ea67fa92e2391c33347cdf8fc970,1,还辛苦您再等待下哦，这里正在为您查询中哈,2
685,0181ea67fa92e2391c33347cdf8fc970,0,是的，主要是一直没有进度更新了，不知道是什么情况,1
686,0181ea67fa92e2391c33347cdf8fc970,1,尼康NnAFSDmmfG镜头，已经登记检查了嗯周期预计是天左右的呢,1
687,0181ea67fa92e2391c33347cdf8fc970,0,哦哦，那我这边为啥一直没有变化呢，我这里看到的一直都是装箱，还有一个需要帮助的，是我这里收件人的信息需要做一下更改，可以么,1
688,0181ea67fa92e2391c33347cdf8fc970,1,待检测的么,1
689,0181ea67fa92e2391c33347cdf8fc970,0,是这样的，我这个不是申请换货的嘛，我是说，如果换货的话，寄回来的这个，售后单预留的联系人需要做一下更换，之前以为年前会寄回来，所以留了同事电话,1
690,0181ea67fa92e2391c33347cdf8fc970,1,是换货的呢，但是检测周期会有长的呢,1
691,0181ea67fa92e2391c33347cdf8fc970,0,哦哦，是要等到检测结束之后才能确定是么，那我这个联系人的信息想修改一下，现在还不需要是么,1
692,0181ea67fa92e2391c33347cdf8fc970,1,是呢，周期会有长的您可以提供下，我备注下,1
693,0181ea67fa92e2391c33347cdf8fc970,0,好的，预留联系人变更为，请问下是哪天开始检测的呢，预计的话，大概啥候可以搞定呢,1
694,0181ea67fa92e2391c33347cdf8fc970,1,好的呢，这边是号才备注返厂的呢,1
695,0181ea67fa92e2391c33347cdf8fc970,0,哦哦，好的,1
696,0181ea67fa92e2391c33347cdf8fc970,1,请问还有其他还可以帮到您的吗,2
699,01878bb1d6afb07145067412c17c6da7,0,小米GB版本的什么候上货,1
700,01878bb1d6afb07145067412c17c6da7,1,亲这个目前没有接到相关的通知的呢,1
701,01878bb1d6afb07145067412c17c6da7,0,一般是多久上一次呢,1
702,01878bb1d6afb07145067412c17c6da7,1,如果是缺货的话，一般采销采购周期为周,1
703,01878bb1d6afb07145067412c17c6da7,0,嗯嗯，好的谢谢,2
704,01878bb1d6afb07145067412c17c6da7,1,您太客气了呢，这都是我应该做呢的，别忘了对妹纸的服务做出评价哦谢谢您啦么么哒,2
706,018b57ca18de2afb5298f87226647282,0,倒是等他们回个话啊,0
707,018b57ca18de2afb5298f87226647282,1,请稍后哦,1
708,018b57ca18de2afb5298f87226647282,0,跟我联系的是这个号码，我打物流信息上那个电话，打了一天快打爆了都没人接,0
709,018b57ca18de2afb5298f87226647282,1,咱们这边帮您联系一下哦,1
714,018b57ca18de2afb5298f87226647282,0,他要是不送就帮我把订单取消，或者说我拒收都行，我就重新买,0
715,018b57ca18de2afb5298f87226647282,1,咱们这边帮您取消订单，您看可以吗好的，已经帮您取消咯,2
716,018b57ca18de2afb5298f87226647282,0,好的,1
717,018b57ca18de2afb5298f87226647282,1,咱们这边帮您通知拦截哦，等待商品返回库房后就会退款的，一般天到库，请等待下就行哈,2
718,018b57ca18de2afb5298f87226647282,0,那就麻烦你了,2
719,018b57ca18de2afb5298f87226647282,1,对您造成的不便，很是抱歉呢，还请您谅解哦,2
720,018b57ca18de2afb5298f87226647282,0,没关系,2
721,018b57ca18de2afb5298f87226647282,1,亲爱的，您在医院上班吗,2
722,018b57ca18de2afb5298f87226647282,0,事解决了就行，嗯嗯,1
723,018b57ca18de2afb5298f87226647282,1,关于您这个问题，咱们这边因为会帮您反馈到核实的哦关于您这个问题，会帮您反馈核实详情的哦，耽误这么久的，真的灰常抱歉，还请您谅解哦,2
724,018b57ca18de2afb5298f87226647282,0,没有了，谢谢了,2
725,018b57ca18de2afb5298f87226647282,1,您客气了，为您服务是小妹的荣幸呢，亲爱哒，来都来了，用你发财的小手给我一个评价吧，谢谢,2
726,0191d0f4369d64a020017db78720e37d,0,缺货什么意思,0
727,0191d0f4369d64a020017db78720e37d,1,您的订单预计月日送达您手中,1
728,0191d0f4369d64a020017db78720e37d,0,刚才拍下的这款,1
729,0191d0f4369d64a020017db78720e37d,1,是未到出库的哈,1
730,0191d0f4369d64a020017db78720e37d,0,明天能到吗,0
731,0191d0f4369d64a020017db78720e37d,1,不是缺货,1
732,0191d0f4369d64a020017db78720e37d,0,哦哦,1
733,0191d0f4369d64a020017db78720e37d,1,可以的哈，您放心,2
734,0191d0f4369d64a020017db78720e37d,0,明天可以到的对吧,2
735,0191d0f4369d64a020017db78720e37d,1,是的呢,2
736,0191d0f4369d64a020017db78720e37d,0,好的谢谢,2
737,0191d0f4369d64a020017db78720e37d,1,您客气了，为您服务是小妹的荣幸呢,2
738,0191d0f4369d64a020017db78720e37d,0,可以了不用了，明天到货就行,2
739,01997d9223b62f4d60fc378cd7d36241,1,亲爱的，妹子马上为您核实情况，请您稍等哈,2
740,01997d9223b62f4d60fc378cd7d36241,0,我的鞋子你们什么给我发过来,0
741,01997d9223b62f4d60fc378cd7d36241,1,亲爱的，妹子马上为您核实情况，请您稍等哈，商品还没有到达售后,2
742,01997d9223b62f4d60fc378cd7d36241,0,如果发不过来的话，我可以换一下收货吗,1
743,01997d9223b62f4d60fc378cd7d36241,1,建议您耐心等待下哦，很抱歉无法刚换的额呢更换的饿呢，这个是已经在处理了呢,1
744,01997d9223b62f4d60fc378cd7d36241,0,那我现在退款可以吗,1
745,01997d9223b62f4d60fc378cd7d36241,1,是无法退款的呢您的订单是换货，不是退货哦如需要退货在给您更新出新的订单号的候可以取消,1
746,01997d9223b62f4d60fc378cd7d36241,0,那什么候能给我发货,1
747,01997d9223b62f4d60fc378cd7d36241,1,需要商品到达售后给您核实天给您重新发货,1
748,01997d9223b62f4d60fc378cd7d36241,0,我要去上海，不在老家了你们给我寄到上海不行吗，后天能到吗,0
749,01997d9223b62f4d60fc378cd7d36241,1,无法修改很抱歉,1
750,01997d9223b62f4d60fc378cd7d36241,0,你们这什么服务换个还不行,0
751,01997d9223b62f4d60fc378cd7d36241,1,已系统确认无法修改,1
752,01997d9223b62f4d60fc378cd7d36241,0,那你能给我个具体什么发货过来吗,0
753,01997d9223b62f4d60fc378cd7d36241,1,无法给您一个具体的配送还没有到售后，上车扫描，送往分拣中心途中，批次号，R,1
754,01997d9223b62f4d60fc378cd7d36241,0,在发货过来的候回有一个新的订单编号出来是吗,1
755,01997d9223b62f4d60fc378cd7d36241,1,是的呢，新的订单号或是运单号,1
756,01997d9223b62f4d60fc378cd7d36241,0,那可以退款是吗,1
757,01997d9223b62f4d60fc378cd7d36241,1,可以取消,1
758,01997d9223b62f4d60fc378cd7d36241,0,哦知道了,0
759,01997d9223b62f4d60fc378cd7d36241,1,您客气了，为您服务是小妹的荣幸呢,2
760,01b1e9b1a41494aada0e95a8875d1f5e,0,请问为什么这个订单有元运费，请问哪位师兄弟有,1
761,01b1e9b1a41494aada0e95a8875d1f5e,1,您方便简单描述下您的问题吗,1
762,01b1e9b1a41494aada0e95a8875d1f5e,0,请问为什么这个订单有元运费,1
763,01b1e9b1a41494aada0e95a8875d1f5e,1,小妹为您看看，您稍等哦,1
764,01b1e9b1a41494aada0e95a8875d1f5e,0,谢谢,2
765,01b1e9b1a41494aada0e95a8875d1f5e,1,亲爱的显示您的订单实际支付金额未满元哦,1
766,01b1e9b1a41494aada0e95a8875d1f5e,0,实际支付金额不包括京豆，e卡和满减券么,1
767,01b1e9b1a41494aada0e95a8875d1f5e,1,您的订单总金额是元，去除运费元商家优惠券元实际支付金额是元哦,1
768,01b1e9b1a41494aada0e95a8875d1f5e,0,哦，谢谢,2
769,01b1e9b1a41494aada0e95a8875d1f5e,1,您太客气了呢，这都是我应该做呢的，还辛苦您给小妹打个评价呢击表情栏旁边的+哦请问还有其他还可以帮到您的吗,2
770,01b9e6502ab1492c236e7b92b5d39ee7,0,想问下能不能换下收货,1
771,01b9e6502ab1492c236e7b92b5d39ee7,1,跨区了吗,1
772,01b9e6502ab1492c236e7b92b5d39ee7,0,南山换到民治，跨了，同一个城市,1
773,01b9e6502ab1492c236e7b92b5d39ee7,1,建议您取消订单重新下单哈，也是需要到达后再转战的呢妹子看您是刚下单的呢,1
774,01b9e6502ab1492c236e7b92b5d39ee7,0,我看到今天不能到,1
775,01b9e6502ab1492c236e7b92b5d39ee7,1,您可以取消后重新下单哦,1
776,01b9e6502ab1492c236e7b92b5d39ee7,0,但我明天不上班,1
777,01b9e6502ab1492c236e7b92b5d39ee7,1,妹子不敢保证具体的呢，如果修改的话更是需要一些的呢,1
778,01b9e6502ab1492c236e7b92b5d39ee7,0,取消的退款什么候到账呢,1
779,01b9e6502ab1492c236e7b92b5d39ee7,1,您好，商品退回后会开始办理退款，退款后也会有提示，退款周期，储蓄卡工作日，信用卡工作日，PS机刷卡工作日，邮局汇款退储蓄卡工作日，支票退款工作日，分期付款工作日，微信银行卡，退款个工作日，现金支付是退回京东账户余额，工作日左右,1
780,01b9e6502ab1492c236e7b92b5d39ee7,0,好的谢谢,2
781,01b9e6502ab1492c236e7b92b5d39ee7,1,不客气哈,2
782,01c3f1903f3771363385887c7b49dda1,0,你好，发票寄了么,1
783,01c3f1903f3771363385887c7b49dda1,1,还请您稍等，马上为您查询，邮寄出来了,1
784,01c3f1903f3771363385887c7b49dda1,0,奇怪了，没收到这张,1
785,01c3f1903f3771363385887c7b49dda1,1,查看在号显示配送员，电话，配送完成,1
786,01c3f1903f3771363385887c7b49dda1,0,我看看,1
787,01c3f1903f3771363385887c7b49dda1,1,给您添麻烦了,1
788,01c3f1903f3771363385887c7b49dda1,0,看到了，放在文具里面了，不用谢谢,1
789,01c548967873bb4834dcb3eed09e950f,0,刚才看了下退回到白条，当买了后直接用银行卡还了，然后又退货，想问下后面再买东西打的白条能用退的钱抵吗,1
792,01c548967873bb4834dcb3eed09e950f,1,亲爱的，妹子马上为您核实情况，请您稍等哈,1
793,01c548967873bb4834dcb3eed09e950f,0,好的,1
794,01c548967873bb4834dcb3eed09e950f,1,是商品退货的钱吗,1
795,01c548967873bb4834dcb3eed09e950f,0,是的,1
796,01c548967873bb4834dcb3eed09e950f,1,商品退货的款项是退回您的银行卡的哈,1
797,01c548967873bb4834dcb3eed09e950f,0,我看白条里有,1
798,01c548967873bb4834dcb3eed09e950f,1,是无法直接抵消的,1
799,01c548967873bb4834dcb3eed09e950f,0,好的，谢谢,2
800,01c548967873bb4834dcb3eed09e950f,1,您客气了，为您服务是小妹的荣幸呢,2
802,01c68e0624d5eb175a0b8cf705a3dbb7,0,人工，您好，我刚才买了两张京东卡，是两个订单号,1
803,01c68e0624d5eb175a0b8cf705a3dbb7,1,小妹为您看看，您稍等哦,1
804,01c68e0624d5eb175a0b8cf705a3dbb7,0,发票可以开一张的，发票的收件和商品的收件不是同一个，能分别邮寄吗，人工,1
805,01c68e0624d5eb175a0b8cf705a3dbb7,1,订单后期会开电子发票的，一个订单一张发票,1
806,01c68e0624d5eb175a0b8cf705a3dbb7,0,京东购物卡开的是电子发票吗，哦哦,1
807,01c68e0624d5eb175a0b8cf705a3dbb7,1,请问还有其他还可以帮到您的吗,2
808,01cf47d134d4355103031bb4e4ff22a9,0,你好我昨天晚上刚买的今天就变成了,1
809,01cf47d134d4355103031bb4e4ff22a9,1,可以价保的,1
810,01cf47d134d4355103031bb4e4ff22a9,0,如何操作呢,1
811,01cf47d134d4355103031bb4e4ff22a9,1,我帮你,2
812,01cf47d134d4355103031bb4e4ff22a9,0,好的,1
813,01cf47d134d4355103031bb4e4ff22a9,1,我帮你申请成功了,2
814,01cf47d134d4355103031bb4e4ff22a9,0,谢谢,2
815,01cf47d134d4355103031bb4e4ff22a9,1,遇到像您这样宽容的客户真是对我莫大的支持呢还辛苦您击+给小妹评价下天凉了哦要多多注意保暖哦,2
816,01d39bd81f7ddb187712ac0548ec8c41,1,您好，还请您稍等，马上为您查询请问是这个商品吗,1
817,01d39bd81f7ddb187712ac0548ec8c41,0,催单,1
818,01d39bd81f7ddb187712ac0548ec8c41,1,您的订单已到达，您的订单预计月日送达您手中建议您耐心等待西熬到呢，这边已经到了了,2
819,01d39bd81f7ddb187712ac0548ec8c41,0,有没有那边的联系电话,1
820,01d39bd81f7ddb187712ac0548ec8c41,1,我找下哈,1
821,01d39bd81f7ddb187712ac0548ec8c41,0,我想要申请售后服务，我想查询订单的配送信息，谢谢,2
822,01d39bd81f7ddb187712ac0548ec8c41,1,请问还有其他还可以帮到您的吗，不客气的，您的满意是我们的追求期待能再次为您服务,2
823,01da0048b61a4c3c9f08d0cf5569dc7b,0,我想查一下这个订单，我的银行支付了,1
824,01da0048b61a4c3c9f08d0cf5569dc7b,1,是的,1
825,01da0048b61a4c3c9f08d0cf5569dc7b,0,应该有元返还,1
826,01da0048b61a4c3c9f08d0cf5569dc7b,1,给您订单分成了三个订单,1
827,01da0048b61a4c3c9f08d0cf5569dc7b,0,哦，请问还有那个，是什么货物,1
828,01da0048b61a4c3c9f08d0cf5569dc7b,1,滚涂机滚刷机乳胶漆滚筒刷刷墙工具涂料滚子快速合滚筒芯刷墙滚筒伸缩杆+寸无死角滚筒刷，这个订单是书籍立邦净味二合一无添加油漆涂料内墙乳胶漆墙面漆L,1
829,01da0048b61a4c3c9f08d0cf5569dc7b,0,哦，好的，我再查下,2
830,01da0048b61a4c3c9f08d0cf5569dc7b,1,您在确认一下哈,2
831,01de2502220dfb439da7d6a7712da33d,0,发票寄出了么,1
832,01de2502220dfb439da7d6a7712da33d,1,好的，请您稍等，这边咨询不是一对一，同需要回复多个消息，我会尽快回复您，发票邮寄运单哈,1
833,01de2502220dfb439da7d6a7712da33d,0,什么候寄的，没有查到物流信息,1
834,01de2502220dfb439da7d6a7712da33d,1,预计有运单更新哦，您晚查询一下,1
835,01de2502220dfb439da7d6a7712da33d,0,好的，谢谢,2
836,01de2502220dfb439da7d6a7712da33d,1,您客气啦，亲爱的客户，有什么需要，可以联系我哦，我一直在电脑旁的，很乐意为您服务的哟,2
837,01e2e225ac378dba2f4f53637ca814a9,0,我买了五张，现在只需要退一张，而且我也申请退一张，结果五张都显示退货状态，怎么办，我刚才发的你没看见吗,0
838,01e2e225ac378dba2f4f53637ca814a9,1,商品您收到了么,1
839,01e2e225ac378dba2f4f53637ca814a9,0,收到了,1
840,01e2e225ac378dba2f4f53637ca814a9,1,您申请售后的候可以选择商品数量的哦,1
841,01e2e225ac378dba2f4f53637ca814a9,0,我是选择了，选了一张，结果全是退货状态,0
842,01e2e225ac378dba2f4f53637ca814a9,1,小妹帮您备注一下张取消售后，可以么,1
843,01e2e225ac378dba2f4f53637ca814a9,0,可以，谢谢，我只需退一张,2
844,01e2e225ac378dba2f4f53637ca814a9,1,您客气了哦谢谢您了，感谢评价，谢谢,2
845,01e2e225ac378dba2f4f53637ca814a9,0,您看一下是不是五张都是退货状态,1
846,01e2e225ac378dba2f4f53637ca814a9,1,预计需要明天才可以取消的亲,1
847,01e2e225ac378dba2f4f53637ca814a9,0,那你明天能帮我取消吗，我还需要联系你吗,1
848,01e2e225ac378dba2f4f53637ca814a9,1,不需要您的操作哦，小妹帮您处理就可以了哈,2
849,01e2e225ac378dba2f4f53637ca814a9,0,好的，可是不知道是哪个，明天上午可以知道吗,1
850,01e2e225ac378dba2f4f53637ca814a9,1,您的卡不都是一样的么,1
851,01e2e225ac378dba2f4f53637ca814a9,0,不一样，因为密码不一样,1
852,01e2e225ac378dba2f4f53637ca814a9,1,这个给您留着吧,2
854,01e63cbb042f69580f558bdb50ae2c40,0,今天是否能收到货物，明天的火车,1
855,01e63cbb042f69580f558bdb50ae2c40,1,显示预计是今天送货的呢,1
856,01e63cbb042f69580f558bdb50ae2c40,0,好的，今天一定要送货呀，谢谢,2
857,01e63cbb042f69580f558bdb50ae2c40,1,我们一般是晚上之前送货的呢您等待一下的哦,2
858,01e63cbb042f69580f558bdb50ae2c40,0,好的,1
859,01e63cbb042f69580f558bdb50ae2c40,1,请问还有其他还可以帮到您的吗,2
861,01e63cbb042f69580f558bdb50ae2c40,1,没有其他问题妹子就不打扰您了哦,2
862,01f9697e59b8d2a5315601afe3c1a7cc,0,有没有人在，我买的这个灯，反应螺丝拧不紧,0
863,01f9697e59b8d2a5315601afe3c1a7cc,1,亲爱的，妹子马上为您核实情况，请您稍等哈,1
864,01f9697e59b8d2a5315601afe3c1a7cc,0,你们让我申请售后，售后没有任何电话回访，直接显示寄回物品，如果有办法解决就不要寄回灯具，拆了再装得多费事,0
865,01f9697e59b8d2a5315601afe3c1a7cc,1,售后返件,1
866,01f9697e59b8d2a5315601afe3c1a7cc,0,又来了，你们不能就近派人去检查，拆了再装的费用你们给,0
867,01f9697e59b8d2a5315601afe3c1a7cc,1,这样妹子给您核实下补发吧，少的什么样的配件您图示下，妹子给您反馈下，就不用售后了,1
868,01f9697e59b8d2a5315601afe3c1a7cc,0,不是少配件，是四根不锈钢管固定玻璃板的螺丝拧不紧,1
869,01f9697e59b8d2a5315601afe3c1a7cc,1,是螺丝不对吗,1
870,01f9697e59b8d2a5315601afe3c1a7cc,0,是那个牙不行,0
871,01f9697e59b8d2a5315601afe3c1a7cc,1,给您看了因不是配件无法直接补发了建议您售后给您处理呢,1
872,01f9697e59b8d2a5315601afe3c1a7cc,0,请寄四根不锈钢管来换，因为是不锈钢管的螺丝牙不行，可以寄不锈钢管和螺丝钉来换,0
873,01f9697e59b8d2a5315601afe3c1a7cc,1,您可以问题已反馈给售后了，要求补发处理您耐心的的下哈,1
874,01f9697e59b8d2a5315601afe3c1a7cc,0,你的意思已反馈给售后补发四根不锈钢管和螺丝钉了吗,1
875,01f9697e59b8d2a5315601afe3c1a7cc,1,已反馈了,1
876,01f9697e59b8d2a5315601afe3c1a7cc,0,好吧,1
877,01f9697e59b8d2a5315601afe3c1a7cc,1,您客气了，为您服务是小妹的荣幸呢,2
878,01f9697e59b8d2a5315601afe3c1a7cc,0,没有了，希望尽快处理,0
879,01f9697e59b8d2a5315601afe3c1a7cc,1,好滴呢，您好请问还有其他还可以帮到您的吗,2
880,01fecfbcff9e14d3df1ca322037820cd,0,您好，我想反应一下，为什么我购买的衣服，还不发货,0
881,01fecfbcff9e14d3df1ca322037820cd,1,就是这个订单的吗,1
882,01fecfbcff9e14d3df1ca322037820cd,0,是这个,1
883,01fecfbcff9e14d3df1ca322037820cd,1,商品是是由商家直接发货配送的这个情况有没有和商家在线客服反馈过呢,1
884,01fecfbcff9e14d3df1ca322037820cd,0,反馈过了,1
885,01fecfbcff9e14d3df1ca322037820cd,1,那现在商家还是一直没有处理好您的问题吗,1
886,01fecfbcff9e14d3df1ca322037820cd,0,没有呢，他叫我退款，可是已经锁定了，没有办法退款,1
887,01fecfbcff9e14d3df1ca322037820cd,1,好了订单已经重新给您提交退款申请了,1
888,01fecfbcff9e14d3df1ca322037820cd,0,正在出库，催单，查看取消您耐心等待本订单由第三方卖家为您发货送货方式，普通快递周一您的订单已进入第三方卖家库房，准备出库您提交了订单，请等待第三方卖家系统确认，昨天就显示正在出库，现在还是正在出库,1
889,01fecfbcff9e14d3df1ca322037820cd,1,订单已经重新给您提交退款申请了,1
890,01fecfbcff9e14d3df1ca322037820cd,0,那我和他们的客服还要说一声不,1
891,01fecfbcff9e14d3df1ca322037820cd,1,不需要的，提交后商家后台会有显示,1
892,01fecfbcff9e14d3df1ca322037820cd,0,那我的退款金额会返还给我吗,1
893,01fecfbcff9e14d3df1ca322037820cd,1,是的,1
894,01fecfbcff9e14d3df1ca322037820cd,0,那我再等等吧,1
895,01fecfbcff9e14d3df1ca322037820cd,1,恩退款我们也催下的哈,1
896,01fecfbcff9e14d3df1ca322037820cd,0,不行的话，我还要麻烦您，先谢,2
897,01fecfbcff9e14d3df1ca322037820cd,1,不客气的请问还有其他还可以帮到您的吗,2
898,01fecfbcff9e14d3df1ca322037820cd,0,没有了，我可以问一下，怎么截屏吗,1
899,01fecfbcff9e14d3df1ca322037820cd,1,现在聊天页面的截图的吗,1
900,01fecfbcff9e14d3df1ca322037820cd,0,不是，是我买的衣服，退货截屏,1
901,01fecfbcff9e14d3df1ca322037820cd,1,这个就直接使用您手机的截图功能就可以,1
902,01fecfbcff9e14d3df1ca322037820cd,0,手机我也不会截图,1
903,01fecfbcff9e14d3df1ca322037820cd,1,您是什么手机不行您用其他人的手机直接拍照下保存好,1
904,01fecfbcff9e14d3df1ca322037820cd,0,我用的是VTASv，好了，来信息，了，通知我已经取消了,1
905,01fecfbcff9e14d3df1ca322037820cd,1,好的，等到账就可以的,1
906,01fecfbcff9e14d3df1ca322037820cd,0,感谢您,2
907,01fecfbcff9e14d3df1ca322037820cd,1,不客气的,2
908,01fecfbcff9e14d3df1ca322037820cd,0,一会退款会打到我的卡上面吧，我是在线支付,1
909,01fecfbcff9e14d3df1ca322037820cd,1,是的,1
910,01fecfbcff9e14d3df1ca322037820cd,0,嗯，收到，没有别的问题了，还是找京东客服，办事真利落好,2
911,02000d340ddeae5ab119a09ce0fa0c1c,0,怎么在手机上集中开票,1
912,02000d340ddeae5ab119a09ce0fa0c1c,1,还请您稍等，马上为您查询，这个是电脑端的链接,1
913,02000d340ddeae5ab119a09ce0fa0c1c,0,谢谢，没有了,1
914,020b03ecda14bc9ba536b7d8ff460139,0,我怎么申请售后，买重了,1
915,020b03ecda14bc9ba536b7d8ff460139,1,申请路径，可通过我的京东客户服务返修退换货内申请也可直接击此链接，APP端可通过我的客户服务退换售后中申请,1
916,020b03ecda14bc9ba536b7d8ff460139,0,退换无忧也要自己拿邮费吗,1
917,020b03ecda14bc9ba536b7d8ff460139,1,如果购买退还无忧是无需出具运费的,1
918,020b03ecda14bc9ba536b7d8ff460139,0,好的,1
919,020b03ecda14bc9ba536b7d8ff460139,1,恩呢请问还有其他还可以帮到您的吗,2
920,020b03ecda14bc9ba536b7d8ff460139,0,需要给上门取件的人出示什么吗,1
921,020b03ecda14bc9ba536b7d8ff460139,1,将需要退回的商品交给他们即可,1
922,020b03ecda14bc9ba536b7d8ff460139,0,我买的好像是京东自营的,1
